cb,trademark,model,diameter,gain
81,ANDREW CORPORATION,FP6-77G,1.8,40.6
81,ANDREW CORPORATION,FP8-77,2.4,43.3
81,ANDREW CORPORATION,FP8-77G,2.4,43.3
81,ANDREW CORPORATION,FPX6-77,1.8,40.4
81,ANDREW CORPORATION,FPX6-77G,1.8,40.6
81,ANDREW CORPORATION,HP10-4477,3.0,44.5
81,ANDREW CORPORATION,HP10-77,3.0,45.2
81,ANDREW CORPORATION,HP12-4477,3.6,46.7
81,ANDREW CORPORATION,HP12-77,3.6,46.7
81,ANDREW CORPORATION,HP15-77,4.5,48.5
81,ANDREW CORPORATION,HP4-77,1.2,37.2
81,ANDREW CORPORATION,HP6-77,1.8,40.8
81,ANDREW CORPORATION,HP8-4477,2.4,43.1
81,ANDREW CORPORATION,HP8-77,2.4,43.3
81,ANDREW CORPORATION,HPX10-77,3.0,45.3
81,ANDREW CORPORATION,HPX12-77,3.6,46.7
81,ANDREW CORPORATION,HPX6-77,1.8,40.7
81,ANDREW CORPORATION,HPX8-77,2.4,43.4
81,ANDREW CORPORATION,PL10-77,3.0,45.2
81,ANDREW CORPORATION,PL12-77,3.6,46.7
81,ANDREW CORPORATION,PL15-77,4.5,48.5
81,ANDREW CORPORATION,PL4-77,1.2,37.2
81,ANDREW CORPORATION,PL6-77,1.8,40.8
81,ANDREW CORPORATION,PL8-77,2.4,43.3
81,ANDREW CORPORATION,PXL10-77,3.0,45.3
81,ANDREW CORPORATION,PXL12-77,3.6,46.9
81,ANDREW CORPORATION,PXL6-77,1.8,40.8
81,ANDREW CORPORATION,PXL8-77,2.4,43.3
81,ANDREW CORPORATION,HP10-77GE,3.0,45.2
81,ANDREW CORPORATION,HP12-77GF,3.6,46.7
81,ANDREW CORPORATION,HP15-77GE,4.5,48.5
81,ANDREW CORPORATION,HP6-77GF,1.8,40.8
81,ANDREW CORPORATION,HP8-77GE,2.4,43.3
81,ANDREW CORPORATION,PL6-77GE,1.8,40.8
81,ANDREW CORPORATION,PL8-77GE,2.4,43.3
81,ANDREW CORPORATION,VHP2-77,0.6,30.8
81,ANDREW CORPORATION,VHP4-77,1.2,37.1
81,ANDREW CORPORATION,VHP6-77,1.8,40.6
81,ANDREW CORPORATION,VHPX2-77,0.6,30.1
81,ANDREW CORPORATION,VHPX4-77,1.2,37.0
81,ANDREW CORPORATION,VHPX6-77,1.8,40.7
81,ANDREW CORPORATION,VP2-77,0.6,31.7
81,ANDREW CORPORATION,VP4-77,1.2,37.9
81,ANDREW CORPORATION,VP6-77,1.8,41.7
81,GABRIEL ELECTRONICS. INC.,DRFG10L-77,3.0,45.3
81,GABRIEL ELECTRONICS. INC.,DRFG4L-77SE,1.2,37.3
81,GABRIEL ELECTRONICS. INC.,DRFG6L-77,1.8,40.8
81,GABRIEL ELECTRONICS. INC.,DRFG8L-77,2.4,43.3
81,GABRIEL ELECTRONICS. INC.,RFG10L-77,3.0,45.3
81,GABRIEL ELECTRONICS. INC.,RFG4L-77,1.2,37.3
81,GABRIEL ELECTRONICS. INC.,RFG6L-77,1.8,40.8
81,GABRIEL ELECTRONICS. INC.,RFG8L-77,2.4,43.3
81,GABRIEL ELECTRONICS. INC.,SR10L-77SE,3.0,45.3
81,GABRIEL ELECTRONICS. INC.,SR12L-77SE,3.6,46.8
81,GABRIEL ELECTRONICS. INC.,SR2L-77SE,0.6,31.0
81,GABRIEL ELECTRONICS. INC.,SR4L-77SE,1.2,37.4
81,GABRIEL ELECTRONICS. INC.,SR6L-77SE,1.8,40.9
81,GABRIEL ELECTRONICS. INC.,SR8L-77SE,2.4,43.4
81,GABRIEL ELECTRONICS. INC.,SRD10L-77SE,3.0,45.2
81,GABRIEL ELECTRONICS. INC.,SRD12L-77SE,3.6,46.7
81,GABRIEL ELECTRONICS. INC.,SRD15L-77SE,4.5,48.3
81,GABRIEL ELECTRONICS. INC.,SRD4L-77SE,1.2,37.1
81,GABRIEL ELECTRONICS. INC.,SRD6L-77SE,1.8,40.8
81,GABRIEL ELECTRONICS. INC.,SRD8L-77SE,2.4,43.3
81,GABRIEL ELECTRONICS. INC.,UDG12L-77,3.6,46.8
81,GABRIEL ELECTRONICS. INC.,UDG15L-77,4.5,48.5
81,GABRIEL ELECTRONICS. INC.,UDG6L-77,1.8,40.7
81,GABRIEL ELECTRONICS. INC.,UDG8L-77,2.4,43.2
81,GABRIEL ELECTRONICS. INC.,UHG10L-77(L),3.0,45.1
81,GABRIEL ELECTRONICS. INC.,UHG10L-77(R),3.0,45.1
81,GABRIEL ELECTRONICS. INC.,UHG10L-77ASE(L),3.0,45.1
81,GABRIEL ELECTRONICS. INC.,UHG10L-77ASE(R),3.0,45.1
81,GABRIEL ELECTRONICS. INC.,UHG4L-77SE,1.2,37.1
81,GABRIEL ELECTRONICS. INC.,UHG6L-77SE,1.8,40.8
81,GABRIEL ELECTRONICS. INC.,UHG8L-77(L),2.4,43.1
81,GABRIEL ELECTRONICS. INC.,UHG8L-77(R),2.4,43.1
81,GABRIEL ELECTRONICS. INC.,USG10L-77,3.0,45.3
81,ANDREW CORPORATION,HP10-82,3.0,45.5
81,ANDREW CORPORATION,HP12-82,3.6,47.0
81,ANDREW CORPORATION,HP12-82C,3.6,47.0
81,ANDREW CORPORATION,HP15-82,4.5,48.8
81,ANDREW CORPORATION,HP15-82C,4.5,48.8
81,ANDREW CORPORATION,HP6-82,1.8,40.8
81,ANDREW CORPORATION,HP8-82,2.4,43.5
81,ANDREW CORPORATION,HPX10-82,3.0,45.6
81,ANDREW CORPORATION,HPX12-82,3.6,47.2
81,ANDREW CORPORATION,HPX12-82C,3.6,47.2
81,ANDREW CORPORATION,HPX15-82,4.5,48.8
81,ANDREW CORPORATION,HPX6-82,1.8,41.1
81,ANDREW CORPORATION,HPX8-82,2.4,43.6
81,ANDREW CORPORATION,HSX10-82,3.0,45.6
81,ANDREW CORPORATION,HSX10-82,3.0,45.6
81,ANDREW CORPORATION,HSX10-82,3.0,45.4
81,ANDREW CORPORATION,HSX10-82,3.0,45.4
81,ANDREW CORPORATION,HSX12-82,3.6,47.2
81,ANDREW CORPORATION,HSX12-82,3.6,47.2
81,ANDREW CORPORATION,HSX12-82,3.6,47.2
81,ANDREW CORPORATION,HSX12-82,3.6,47.2
81,ANDREW CORPORATION,HSX15-82,4.5,48.8
81,ANDREW CORPORATION,HSX15-82,4.5,48.8
81,ANDREW CORPORATION,HSX4-82,1.2,37.6
81,ANDREW CORPORATION,HSX4-82,1.2,37.6
81,ANDREW CORPORATION,HSX6-82,1.8,41.4
81,ANDREW CORPORATION,HSX6-82,1.8,41.4
81,ANDREW CORPORATION,HSX8-82,2.4,43.8
81,ANDREW CORPORATION,HSX8-82,2.4,43.8
81,ANDREW CORPORATION,LBX10-82,3.0,45.8
81,ANDREW CORPORATION,LBX12-82,3.6,47.1
81,ANDREW CORPORATION,LBX6-82,1.8,41.1
81,ANDREW CORPORATION,LBX8-82,2.4,43.8
81,ANDREW CORPORATION,PL10-82,3.0,45.5
81,ANDREW CORPORATION,PL10-82C,3.0,45.5
81,ANDREW CORPORATION,PL12-82,3.6,47.0
81,ANDREW CORPORATION,PL15-82,4.5,48.8
81,ANDREW CORPORATION,PL15-82C,4.5,48.8
81,ANDREW CORPORATION,PL6-82,1.8,40.8
81,ANDREW CORPORATION,PL8-82,2.4,43.5
81,ANDREW CORPORATION,PXL10-82,3.0,45.8
81,ANDREW CORPORATION,PXL12-82,3.6,47.4
81,ANDREW CORPORATION,PXL15-82,4.5,48.6
81,ANDREW CORPORATION,PXL6-82,1.8,41.1
81,ANDREW CORPORATION,PXL8-82,2.4,43.8
81,ANDREW CORPORATION,PXL8-82C,2.4,43.8
81,GABRIEL ELECTRONICS. INC.,DRFB6-82SE,1.8,41.3
101,ANDREW CORPORATION,HP6-102,1.8,42.9
101,ANDREW CORPORATION,HP6-102,1.8,43.1
101,ANDREW CORPORATION,HPX6-102,1.8,42.8
101,ANDREW CORPORATION,HPX6-102,1.8,43.1
101,ANDREW CORPORATION,P10-102,3.0,47.2
101,ANDREW CORPORATION,P10-102,3.0,47.2
101,ANDREW CORPORATION,P4-102,1.2,39.9
101,ANDREW CORPORATION,P6-102,1.8,43.1
101,ANDREW CORPORATION,P6-102,1.8,43.2
101,ANDREW CORPORATION,PX10-102,3.0,47.2
101,ANDREW CORPORATION,PX10-102,3.0,47.2
101,ANDREW CORPORATION,PX4-102,1.2,39.9
101,ANDREW CORPORATION,PX4-102,1.2,39.9
101,ANDREW CORPORATION,PX6-102,1.8,13.2
101,ANDREW CORPORATION,PX6-102,1.8,43.2
101,ANDREW CORPORATION,UHX10-102,3.0,46.8
101,ANDREW CORPORATION,UHX6-102,1.8,42.7
101,ANDREW CORPORATION,UHX6-102,1.8,42.7
101,ANDREW CORPORATION,UHX6-102A,1.8,42.3
101,ANDREW CORPORATION,HP10-105,3.0,47.8
101,ANDREW CORPORATION,HP10-105C,3.0,47.8
101,ANDREW CORPORATION,HP12-105,3.6,49.3
101,ANDREW CORPORATION,HP12-105C,3.6,49.3
